,University,University Latitude,University Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
442,Columbia University,40.814856000000006,-73.96101623650988,Over the Tracks Tennis Courts,40.81143651762094,-73.9657129802022,Tennis Court
443,Columbia University,40.814856000000006,-73.96101623650988,Uris Deli,40.80870224403559,-73.96090729294173,Deli / Bodega
444,University of Pennsylvania,39.9492849,-75.19291418251628,University of Pennsylvania Museum of Archaeology and Anthropology,39.949524952822046,-75.19141837074898,History Museum
445,University of Pennsylvania,39.9492849,-75.19291418251628,Samsung Galaxy Studio at Penn,39.95084146028724,-75.1936467524655,Mobile Phone Shop
446,University of Pennsylvania,39.9492849,-75.19291418251628,Paris La Petite Crêperie,39.95080100138534,-75.19356924030676,Creperie
447,University of Pennsylvania,39.9492849,-75.19291418251628,Tyson Bees,39.95029989502615,-75.19122460159961,Food Truck
448,University of Pennsylvania,39.9492849,-75.19291418251628,Insomnia Cookies,39.9509446368413,-75.19422386956953,Bakery
449,University of Pennsylvania,39.9492849,-75.19291418251628,Goldie,39.95295591874744,-75.1926238698495,Mediterranean Restaurant
450,University of Pennsylvania,39.9492849,-75.19291418251628,White Dog Cafe,39.95354810000001,-75.1929486,American Restaurant
451,University of Pennsylvania,39.9492849,-75.19291418251628,Federal Donuts,39.95367121220996,-75.19312642390238,Donut Shop
452,University of Pennsylvania,39.9492849,-75.19291418251628,Zavino,39.95393,-75.188965,Italian Restaurant
453,University of Pennsylvania,39.9492849,-75.19291418251628,Starbucks,39.94762356379797,-75.19339072883606,Coffee Shop
454,University of Pennsylvania,39.9492849,-75.19291418251628,Avril 50,39.953772137789976,-75.1925386054014,Coffee Shop
455,University of Pennsylvania,39.9492849,-75.19291418251628,Locust Walk,39.9522968634855,-75.19701509864746,Plaza
456,University of Pennsylvania,39.9492849,-75.19291418251628,Pod,39.95397077351332,-75.19603698857105,Asian Restaurant
457,University of Pennsylvania,39.9492849,-75.19291418251628,Modern Eye,39.95301774454825,-75.19328030256267,Optical Shop
458,University of Pennsylvania,39.9492849,-75.19291418251628,Penn Park,39.951241495109436,-75.18516634511725,Park
459,University of Pennsylvania,39.9492849,-75.19291418251628,Kiwi Frozen Yogurt,39.95468860848837,-75.1950104264307,Frozen Yogurt Shop
460,University of Pennsylvania,39.9492849,-75.19291418251628,Baby Blues BBQ Philly,39.95352125096111,-75.19247766166886,BBQ Joint
461,University of Pennsylvania,39.9492849,-75.19291418251628,Magic Carpet Foods,39.95300461875949,-75.19217064870118,Food Truck
462,University of Pennsylvania,39.9492849,-75.19291418251628,LOVE by Robert Indiana,39.951844061433356,-75.1947981679924,Public Art
463,University of Pennsylvania,39.9492849,-75.19291418251628,Louie Louie,39.953459,-75.196005,Restaurant
464,University of Pennsylvania,39.9492849,-75.19291418251628,Jimmy John's,39.94807710887599,-75.19339122129777,Sandwich Place
465,University of Pennsylvania,39.9492849,-75.19291418251628,Barnes & Noble,39.95329093341204,-75.19584080136399,Bookstore
466,University of Pennsylvania,39.9492849,-75.19291418251628,Amazon @ Penn,39.95248105187438,-75.1994325616232,Business Service
467,University of Pennsylvania,39.9492849,-75.19291418251628,Institute of Contemporary Art,39.953907787870946,-75.19486461814925,Art Gallery
468,University of Pennsylvania,39.9492849,-75.19291418251628,honeygrow,39.95350567237567,-75.19784869197476,Restaurant
469,University of Pennsylvania,39.9492849,-75.19291418251628,Shake Shack,39.95393137762188,-75.18851020927544,Burger Joint
470,University of Pennsylvania,39.9492849,-75.19291418251628,MexiCali Truck,39.95349540175211,-75.19880991461666,Food Truck
471,University of Pennsylvania,39.9492849,-75.19291418251628,Beka's Chemistry Café,39.95081612581918,-75.19221883160607,Café
472,University of Pennsylvania,39.9492849,-75.19291418251628,The Study at University City,39.95452299999999,-75.19001899999999,Hotel
473,University of Pennsylvania,39.9492849,-75.19291418251628,"The Inn at Penn, A Hilton Hotel",39.9537829038871,-75.19578158808464,Hotel
474,University of Pennsylvania,39.9492849,-75.19291418251628,Annenberg Center for Performing Arts,39.95306445026895,-75.19639601715497,Performing Arts Venue
475,University of Pennsylvania,39.9492849,-75.19291418251628,Yogorino,39.95380369849021,-75.18773639245012,Frozen Yogurt Shop
476,University of Pennsylvania,39.9492849,-75.19291418251628,Mandell Theater,39.95340743105511,-75.1889284005048,Theater
477,University of Pennsylvania,39.9492849,-75.19291418251628,Kim's Oriental Food,39.95452797791021,-75.19739090207598,Food Truck
478,University of Pennsylvania,39.9492849,-75.19291418251628,United by Blue,39.953003393460364,-75.19331453532429,Café
479,University of Pennsylvania,39.9492849,-75.19291418251628,Iron Gate Theater,39.95474601880699,-75.19684953599553,Theater
480,University of Pennsylvania,39.9492849,-75.19291418251628,Mexi-Philly,39.9511675689615,-75.19762862622315,Mexican Restaurant
481,University of Pennsylvania,39.9492849,-75.19291418251628,"Ochatto Hand Drawn Noodles, Japanese Cuisine & Bubble Tea",39.95461083295415,-75.1950536713487,Japanese Restaurant
482,University of Pennsylvania,39.9492849,-75.19291418251628,Wawa,39.954568,-75.194879,Convenience Store
483,University of Pennsylvania,39.9492849,-75.19291418251628,Penn Book Center,39.953543111275565,-75.19208431052648,Bookstore
484,University of Pennsylvania,39.9492849,-75.19291418251628,Bui's Lunch Truck,39.95157285564218,-75.19900937317783,Food Truck
485,University of Pennsylvania,39.9492849,-75.19291418251628,Franklin’s Table Food Hall,39.952973801127975,-75.19260752036526,Food Court
486,University of Pennsylvania,39.9492849,-75.19291418251628,Tipsy Bistro,39.952309,-75.187352,American Restaurant
487,University of Pennsylvania,39.9492849,-75.19291418251628,Just Salad,39.951081,-75.198471,Salad Place
488,University of Pennsylvania,39.9492849,-75.19291418251628,Delicias,39.95485128487141,-75.18950346509291,Food Truck
489,University of Pennsylvania,39.9492849,-75.19291418251628,SEPTA University City Station,39.94805086456122,-75.19022250728877,Train Station
490,University of Pennsylvania,39.9492849,-75.19291418251628,New Deck Tavern,39.9535171,-75.1926123,Restaurant
491,University of Pennsylvania,39.9492849,-75.19291418251628,Pret A Manger,39.95247239810673,-75.19815739839598,Sandwich Place
492,University of Pennsylvania,39.9492849,-75.19291418251628,Starbucks,39.953064,-75.19222,Coffee Shop
493,University of Pennsylvania,39.9492849,-75.19291418251628,Pottruck Health & Fitness Center,39.95384196567245,-75.19715678764986,Gym
494,University of Pennsylvania,39.9492849,-75.19291418251628,Philly Pretzel Factory,39.951028,-75.198781,Snack Place
495,University of Pennsylvania,39.9492849,-75.19291418251628,Famous New York Gyro,39.95260400211154,-75.19203387116079,Food Truck
496,University of Pennsylvania,39.9492849,-75.19291418251628,Urban Outfitters,39.95394,-75.1947,Clothing Store
497,University of Pennsylvania,39.9492849,-75.19291418251628,Hand & Stone,39.95337,-75.18894,Massage Studio
498,University of Pennsylvania,39.9492849,-75.19291418251628,Cheese E. Wagon,39.94478189002065,-75.18733207050718,Food Truck
499,University of Pennsylvania,39.9492849,-75.19291418251628,AT&T,39.95381,-75.19817,Mobile Phone Shop
500,University of Pennsylvania,39.9492849,-75.19291418251628,Au Bon Pain,39.95009972450035,-75.19353841752654,Bakery
501,University of Pennsylvania,39.9492849,-75.19291418251628,Saxbys Drexel,39.95413578657097,-75.18926361172636,Coffee Shop
502,University of Pennsylvania,39.9492849,-75.19291418251628,Co-Op,39.95424432632739,-75.18975394291691,American Restaurant
503,University of Pennsylvania,39.9492849,-75.19291418251628,Schmear It,39.952422805257356,-75.19803487321944,Food Truck
504,University of Pennsylvania,39.9492849,-75.19291418251628,T-Mobile,39.954605,-75.193061,Mobile Phone Shop
505,University of Pennsylvania,39.9492849,-75.19291418251628,Starbucks,39.952445184096334,-75.1996816000507,Coffee Shop
506,University of Pennsylvania,39.9492849,-75.19291418251628,Wawa,39.95111,-75.199016,Convenience Store
507,University of Pennsylvania,39.9492849,-75.19291418251628,The UPS Store,39.9510251,-75.1983178,Shipping Store
508,University of Pennsylvania,39.9492849,-75.19291418251628,Enterprise Rent-A-Car,39.95532427861936,-75.19418201407109,Rental Car Location
509,University of Pennsylvania,39.9492849,-75.19291418251628,Saladworks,39.95122445716496,-75.1984531173,Salad Place
510,University of Pennsylvania,39.9492849,-75.19291418251628,Philadelphia Runner,39.95341333180291,-75.19634165563726,Sporting Goods Shop
511,University of Pennsylvania,39.9492849,-75.19291418251628,Beijing Restaurant,39.951123316152035,-75.1980607571201,Chinese Restaurant
512,University of Pennsylvania,39.9492849,-75.19291418251628,LOFT,39.95338867708912,-75.19460052251816,Women's Store
513,University of Pennsylvania,39.9492849,-75.19291418251628,SUBWAY,39.952509486844626,-75.19948461011505,Sandwich Place
514,University of Pennsylvania,39.9492849,-75.19291418251628,Hemo's,39.95114056876182,-75.19666714373018,Food Truck
515,University of Pennsylvania,39.9492849,-75.19291418251628,George's Lunch Truck,39.95395127860564,-75.19763595335483,Food Truck
516,University of Pennsylvania,39.9492849,-75.19291418251628,Spread Bagelry,39.9545076281302,-75.19474316881664,Bagel Shop
517,University of Pennsylvania,39.9492849,-75.19291418251628,Supercuts,39.95351028442383,-75.18870544433594,Salon / Barbershop
518,University of Pennsylvania,39.9492849,-75.19291418251628,Cosi,39.953616775776254,-75.19502094865595,Sandwich Place
519,University of Pennsylvania,39.9492849,-75.19291418251628,Axis Pizza Cafe & Salad Bar,39.95523,-75.19464,Pizza Place
520,University of Pennsylvania,39.9492849,-75.19291418251628,Woodland Walk,39.953617697839206,-75.19073447856226,Plaza
521,University of Pennsylvania,39.9492849,-75.19291418251628,Class of 1923 Arena,39.95201198861201,-75.18677850205208,College Hockey Rink
522,University of Pennsylvania,39.9492849,-75.19291418251628,Sang Kee Noodle House,39.95461320578829,-75.19413416848607,Noodle House
523,University of Pennsylvania,39.9492849,-75.19291418251628,H & J Food Truck,39.95382551588186,-75.18871128000758,Food Truck
524,University of Pennsylvania,39.9492849,-75.19291418251628,Ringe Squash Courts,39.95066663064292,-75.18908172676969,Squash Court
525,University of Pennsylvania,39.9492849,-75.19291418251628,Yue Kee Chinese Food,39.95289203705865,-75.19901535690187,Chinese Restaurant
526,University of Pennsylvania,39.9492849,-75.19291418251628,Creese Student Center,39.95373740639844,-75.18884469048207,Student Center
527,University of Pennsylvania,39.9492849,-75.19291418251628,Sheraton Philadelphia University City Hotel,39.95494306589642,-75.19419148564339,Hotel
528,University of Pennsylvania,39.9492849,-75.19291418251628,Rhodes Field,39.946629943707286,-75.18943301165679,Soccer Field
529,University of Pennsylvania,39.9492849,-75.19291418251628,Interstate 76 at Exit 346A,39.94747098483637,-75.18766433000565,Intersection
530,University of Pennsylvania,39.9492849,-75.19291418251628,Blue Mercury,39.9533827476827,-75.19557056587665,Spa
531,University of Pennsylvania,39.9492849,-75.19291418251628,South Street Bridge,39.94787534595326,-75.18717740873747,Bridge
532,University of Pennsylvania,39.9492849,-75.19291418251628,Philly Roller Girls,39.95179126315971,-75.18701291285828,Stadium
533,University of Pennsylvania,39.9492849,-75.19291418251628,South To Christian Trail And Greenway,39.944576,-75.18896,Trail
534,University of Pennsylvania,39.9492849,-75.19291418251628,"James ""Ace"" Adams Field",39.95055372189496,-75.18543231299357,Field
535,University of Pennsylvania,39.9492849,-75.19291418251628,CHOP Schuykill Ave,39.945814,-75.186412,Health & Beauty Service
536,Rice University,29.71679145,-95.40478113393793,James Turrell Skyspace at Rice University,29.716492214478752,-95.40436400277284,Art Gallery
537,Rice University,29.71679145,-95.40478113393793,Reckling Park,29.71396297790144,-95.40435367467306,College Baseball Diamond
538,Rice University,29.71679145,-95.40478113393793,Valhalla (Rice University),29.719166487572814,-95.40038229173669,Bar
539,Rice University,29.71679145,-95.40478113393793,Rice Coffeehouse,29.717950300441963,-95.40237965321418,Coffee Shop
540,Rice University,29.71679145,-95.40478113393793,Rice Stadium,29.715817416948557,-95.4093180845087,College Football Field
541,Rice University,29.71679145,-95.40478113393793,Fleming Park,29.722635619749013,-95.40539067201479,Playground
542,Rice University,29.71679145,-95.40478113393793,Rice Gallery,29.71845372765106,-95.39780162558677,Art Gallery
543,Rice University,29.71679145,-95.40478113393793,George R Brown Tennis Center,29.71796814644005,-95.40819105773492,Tennis Stadium
544,Rice University,29.71679145,-95.40478113393793,Stude Hall,29.71648026294778,-95.40517684638328,Concert Hall
545,Rice University,29.71679145,-95.40478113393793,Jake Hess Tennis Stadium,29.714366674541765,-95.40532419466878,Tennis Stadium
546,Rice University,29.71679145,-95.40478113393793,Rice U- Glass Pavilion,29.717741,-95.401013,Café
547,Rice University,29.71679145,-95.40478113393793,Rice Cinema,29.713299909548695,-95.40612192785838,Indie Movie Theater
548,Northwestern University,42.055116399999996,-87.67581113482166,Segal Visitors Center,42.050248559424936,-87.67340759689333,College Administrative Building
549,Northwestern University,42.055116399999996,-87.67581113482166,Henry Crown Sports Pavilion,42.05961125895658,-87.67342353887746,College Gym
550,Northwestern University,42.055116399999996,-87.67581113482166,Lou Malnati's Pizzeria,42.0513830623985,-87.68184832591166,Pizza Place
551,Northwestern University,42.055116399999996,-87.67581113482166,Jamba juice,42.053332648071645,-87.67224048241157,Juice Bar
552,Northwestern University,42.055116399999996,-87.67581113482166,Mary and Leigh Block Museum of Art,42.052501707259566,-87.67275446096227,Art Museum
553,Northwestern University,42.055116399999996,-87.67581113482166,Ultimate Fitness,42.0523240240374,-87.68318302413782,Martial Arts Dojo
554,Northwestern University,42.055116399999996,-87.67581113482166,Dunkin',42.05343070778253,-87.67261837733885,Donut Shop
555,Northwestern University,42.055116399999996,-87.67581113482166,Subway,42.053258225501246,-87.67270755069613,Sandwich Place
556,Northwestern University,42.055116399999996,-87.67581113482166,Arlen's Chicken,42.058602,-87.682471,New American Restaurant
557,Northwestern University,42.055116399999996,-87.67581113482166,Fran's Cafe,42.051858996858385,-87.6812002385703,Café
558,Northwestern University,42.055116399999996,-87.67581113482166,Patch Cafe' in Chicago,42.05836531302858,-87.68297645386029,Coffee Shop
559,Northwestern University,42.055116399999996,-87.67581113482166,Dave's New Kitchen,42.058632,-87.682636,Italian Restaurant
560,Northwestern University,42.055116399999996,-87.67581113482166,Lisa's Cafe,42.06022364449318,-87.67575900811646,Café
561,Northwestern University,42.055116399999996,-87.67581113482166,Domino's Pizza,42.054125,-87.684035,Pizza Place
562,Northwestern University,42.055116399999996,-87.67581113482166,Blomquist Recreational Center,42.05421468912303,-87.67803549165714,Gym
563,Northwestern University,42.055116399999996,-87.67581113482166,Tech Express Cafe,42.05792431610642,-87.67559313478455,Café
564,Northwestern University,42.055116399999996,-87.67581113482166,Crowe Cafe,42.0513697054813,-87.67515885531014,Café
565,Northwestern University,42.055116399999996,-87.67581113482166,Patten Gymnasium,42.06106078616366,-87.67666192361368,Gym
566,Northwestern University,42.055116399999996,-87.67581113482166,Regenstein Hall of Music,42.05239465126576,-87.67106179578931,College Arts Building
567,Northwestern University,42.055116399999996,-87.67581113482166,Northwestern Lookout @ Chicago,42.05212234890522,-87.67126780937501,Scenic Lookout
568,Northwestern University,42.055116399999996,-87.67581113482166,Combe Tennis Center,42.059591993086926,-87.67320894759419,Tennis Court
569,Northwestern University,42.055116399999996,-87.67581113482166,Northwestern Tennis Courts,42.05981743994872,-87.67792683330818,Tennis Court
570,Northwestern University,42.055116399999996,-87.67581113482166,Ryan Fieldhouse,42.060447,-87.673223,Athletics & Sports
571,Pomona College,34.096326774999994,-117.71319861205757,Bardot,34.09645883290372,-117.71662171539909,American Restaurant
572,Pomona College,34.096326774999994,-117.71319861205757,Creme Bakery,34.09505568834677,-117.71632649002133,Bakery
573,Pomona College,34.096326774999994,-117.71319861205757,Bert & Rocky's Cream Company,34.09657216341313,-117.71769014062751,Ice Cream Shop
574,Pomona College,34.096326774999994,-117.71319861205757,Saca's Mediterranean Cuisine,34.095574010746645,-117.7170605549006,Mediterranean Restaurant
575,Pomona College,34.096326774999994,-117.71319861205757,Tutti Mangia,34.09476473416522,-117.71617118975354,Italian Restaurant
576,Pomona College,34.096326774999994,-117.71319861205757,Some Crust Bakery,34.09518994751485,-117.71798834137901,Bakery
577,Pomona College,34.096326774999994,-117.71319861205757,Cheese Cave,34.097095505230136,-117.71798564879296,Cheese Shop
578,Pomona College,34.096326774999994,-117.71319861205757,Rhino Records Store,34.09640099085382,-117.71799496309144,Record Shop
579,Pomona College,34.096326774999994,-117.71319861205757,Colors 91711,34.096460206435644,-117.71617925210457,Arts & Crafts Store
580,Pomona College,34.096326774999994,-117.71319861205757,Petiscos,34.0948265765571,-117.71665464442438,Taco Place
581,Pomona College,34.096326774999994,-117.71319861205757,Walter's Restaurant & Bakery,34.09703744054413,-117.71779728767362,Mediterranean Restaurant
582,Pomona College,34.096326774999994,-117.71319861205757,Tocaja,34.096948213994175,-117.71802843878326,Tea Room
583,Pomona College,34.096326774999994,-117.71319861205757,Village Grille,34.09553417342787,-117.71779555470454,American Restaurant
584,Pomona College,34.096326774999994,-117.71319861205757,42nd Street Bagel Cafe,34.09620271760084,-117.71801986660148,Bagel Shop
585,Pomona College,34.096326774999994,-117.71319861205757,Dee Lux,34.09608730778548,-117.71779899739002,Boutique
586,Pomona College,34.096326774999994,-117.71319861205757,Claremont Farmers and Artisans Market,34.095684627942774,-117.71878412313151,Farmers Market
587,Pomona College,34.096326774999994,-117.71319861205757,A Shop Called Quest-Claremont,34.09518322397176,-117.7194905142042,Bookstore
588,Pomona College,34.096326774999994,-117.71319861205757,Uno Tre Otto,34.09516152224835,-117.71867452474059,Italian Restaurant
589,Pomona College,34.096326774999994,-117.71319861205757,Blaze Pizza,34.09440354148418,-117.71952425332077,Pizza Place
590,Pomona College,34.096326774999994,-117.71319861205757,Yogurtland,34.095099,-117.719482,Frozen Yogurt Shop
591,Pomona College,34.096326774999994,-117.71319861205757,Dr. Grubb's,34.09671638661277,-117.71871151849997,Salad Place
592,Pomona College,34.096326774999994,-117.71319861205757,Aruffo's Italian Cuisine,34.09528630164509,-117.71776463242699,Italian Restaurant
593,Pomona College,34.096326774999994,-117.71319861205757,The Back Abbey,34.09521395565095,-117.72055729955171,Gastropub
594,Pomona College,34.096326774999994,-117.71319861205757,Full Of Life,34.096719489607146,-117.71852881412526,Sandwich Place
595,Pomona College,34.096326774999994,-117.71319861205757,Casa 425,34.0949465,-117.7204334,Hotel Bar
596,Pomona College,34.096326774999994,-117.71319861205757,I Like Pie Bake Shop,34.0954374,-117.7196367,Dessert Shop
597,Pomona College,34.096326774999994,-117.71319861205757,Heirloom,34.09544752295414,-117.71955239867636,Gift Shop
598,Pomona College,34.096326774999994,-117.71319861205757,21 Choices,34.09470127157909,-117.72049899951591,Ice Cream Shop
599,Pomona College,34.096326774999994,-117.71319861205757,Laemmle Claremont 5,34.09538752254344,-117.72020444230816,Indie Movie Theater
600,Pomona College,34.096326774999994,-117.71319861205757,Heroes & Legends Bar & Grill,34.09536738779582,-117.7180402110986,Pub
601,Pomona College,34.096326774999994,-117.71319861205757,Starbucks,34.09572,-117.7181,Coffee Shop
602,Pomona College,34.096326774999994,-117.71319861205757,Last Drop Cafe,34.09501955056136,-117.71652205045086,Coffee Shop
603,Pomona College,34.096326774999994,-117.71319861205757,Folk Music Center,34.09598776884762,-117.71780642421693,Music Store
604,Pomona College,34.096326774999994,-117.71319861205757,Viva Madrid,34.09619746724731,-117.71810107170313,Tapas Restaurant
605,Pomona College,34.096326774999994,-117.71319861205757,Espiau's Restaurant,34.094885463674345,-117.71799845589467,Mexican Restaurant
606,Pomona College,34.096326774999994,-117.71319861205757,Frank Dining Hall,34.09618650439123,-117.71165680548599,College Cafeteria
607,Pomona College,34.096326774999994,-117.71319861205757,Claremont Pooch Park,34.09301728238129,-117.7138698975131,Dog Run
608,Pomona College,34.096326774999994,-117.71319861205757,Pedal Spin Studio,34.09572968084175,-117.71967513976263,Gym / Fitness Center
609,Pomona College,34.096326774999994,-117.71319861205757,Le Pain Quotidien,34.095391105759994,-117.71992168220902,Bakery
610,Pomona College,34.096326774999994,-117.71319861205757,Pizza 'N Such,34.0957687,-117.7176129,Pizza Place
611,Pomona College,34.096326774999994,-117.71319861205757,Casa Moreno Mexican Grill,34.09506612872154,-117.71981281172782,Mexican Restaurant
612,Pomona College,34.096326774999994,-117.71319861205757,The Coffee Bean & Tea Leaf,34.09518481,-117.71956548,Coffee Shop
613,Pomona College,34.096326774999994,-117.71319861205757,Kazama Sushi,34.09513879184025,-117.7194864688785,Sushi Restaurant
614,Pomona College,34.096326774999994,-117.71319861205757,Loving Hut,34.095323267617815,-117.71975758249425,Vegetarian / Vegan Restaurant
615,Pomona College,34.096326774999994,-117.71319861205757,50-fifty Asian Fusion Cuisine,34.09584966842978,-117.71945094164525,Asian Restaurant
616,Pomona College,34.096326774999994,-117.71319861205757,Jamba Juice,34.095378,-117.719484,Juice Bar
617,Pomona College,34.096326774999994,-117.71319861205757,Union on Yale,34.09628220793824,-117.71773625451546,Restaurant
618,Pomona College,34.096326774999994,-117.71319861205757,Podges Claremont Juice & Deli,34.09517544221981,-117.71774159794278,Deli / Bodega
619,Pomona College,34.096326774999994,-117.71319861205757,Menkoi Ya Ramen,34.096709,-117.718423,Ramen Restaurant
620,Pomona College,34.096326774999994,-117.71319861205757,Bua Thai Cuisine,34.09465456035749,-117.71994928698719,Thai Restaurant
621,Pomona College,34.096326774999994,-117.71319861205757,Downtown Claremont Ca,34.09504382357756,-117.72006706976727,Neighborhood
622,Pomona College,34.096326774999994,-117.71319861205757,Wells Fargo Bank,34.09581622600794,-117.71828461226846,Bank
623,Pomona College,34.096326774999994,-117.71319861205757,Poke Dot,34.09540110079559,-117.71952161580498,Sushi Restaurant
624,Pomona College,34.096326774999994,-117.71319861205757,The UPS Store,34.09685378480092,-117.71908575299676,Shipping Store
625,Pomona College,34.096326774999994,-117.71319861205757,Press Restaurant,34.09511129977915,-117.7165961820676,American Restaurant
626,Pomona College,34.096326774999994,-117.71319861205757,Chase Bank,34.097859,-117.718281,Bank
627,Pomona College,34.096326774999994,-117.71319861205757,The Junction,34.09430994973817,-117.7195289038878,New American Restaurant
628,Pomona College,34.096326774999994,-117.71319861205757,La West Liquor,34.092109,-117.709671,Liquor Store
629,Pomona College,34.096326774999994,-117.71319861205757,CK Cafe,34.09504579766586,-117.71834990778227,Café
630,Pomona College,34.096326774999994,-117.71319861205757,Taco Factory,34.09674913794313,-117.71877461337144,Taco Place
631,Pomona College,34.096326774999994,-117.71319861205757,Seaver Theatre Complex,34.09661393819268,-117.7107597786013,College Theater
632,Pomona College,34.096326774999994,-117.71319861205757,Stamp Your Heart Out,34.09524321556091,-117.71647401831314,Arts & Crafts Store
633,Pomona College,34.096326774999994,-117.71319861205757,Sagehen Cafe,34.09928701541166,-117.71352062094607,Café
634,Pomona College,34.096326774999994,-117.71319861205757,Coop Fountain,34.09944055759218,-117.71364699167616,Café
635,Pomona College,34.096326774999994,-117.71319861205757,Turkey Trot Claremont Sunrise Rotary,34.094519069902546,-117.71657331040902,Athletics & Sports
636,Pomona College,34.096326774999994,-117.71319861205757,College Park,34.093048852959164,-117.71149865135386,Park
637,Pomona College,34.096326774999994,-117.71319861205757,Claremont Amtrak (CLM),34.09423828125,-117.71707916259766,Train Station
638,Pomona College,34.096326774999994,-117.71319861205757,CMC Fountain,34.10049057006836,-117.70921325683594,Plaza
639,Pomona College,34.096326774999994,-117.71319861205757,Paradis Ice Cream,34.09424829877242,-117.71949951827993,Ice Cream Shop
640,Pomona College,34.096326774999994,-117.71319861205757,Three French hens,34.094266999999995,-117.720321,Arts & Crafts Store
641,Washington University in St. Louis,38.6502018,-90.31144809999999,Edison Theater,38.647396925639136,-90.30968860329097,Theater
642,Washington University in St. Louis,38.6502018,-90.31144809999999,COCA (Center of Creative Arts),38.65491908049155,-90.31070999241116,Performing Arts Venue
643,Washington University in St. Louis,38.6502018,-90.31144809999999,Whittemore House,38.646333876112585,-90.30915333040983,American Restaurant
644,Washington University in St. Louis,38.6502018,-90.31144809999999,Starbucks,38.646155,-90.307919,Coffee Shop
645,Washington University in St. Louis,38.6502018,-90.31144809999999,560 Music Center,38.65600234664005,-90.3103058909186,Concert Hall
646,Washington University in St. Louis,38.6502018,-90.31144809999999,Einstein Bros Bagels,38.647909,-90.311185,Bagel Shop
647,Washington University in St. Louis,38.6502018,-90.31144809999999,Ibby's,38.64799401614516,-90.31023145009812,Restaurant
648,Washington University in St. Louis,38.6502018,-90.31144809999999,Domino's Pizza,38.65203202008872,-90.31570672988892,Pizza Place
649,Washington University in St. Louis,38.6502018,-90.31144809999999,"Tietjens Hall, Department of Music",38.64638525808585,-90.31190434669813,Music Venue
650,Washington University in St. Louis,38.6502018,-90.31144809999999,Bears den Wash U,38.644653831341266,-90.31325290347368,American Restaurant
651,Dartmouth College,43.701971925,-72.28965318682856,The Green,43.703297,-72.288597,Park
652,Dartmouth College,43.701971925,-72.28965318682856,Dirt Cowboy Café,43.70215194193688,-72.28944242012645,Café
653,Dartmouth College,43.701971925,-72.28965318682856,Lou's,43.701492,-72.289108,Bakery
654,Dartmouth College,43.701971925,-72.28965318682856,Morano Gelato,43.7005723132584,-72.28957532464344,Ice Cream Shop
655,Dartmouth College,43.701971925,-72.28965318682856,Murphy's On the Green,43.70210004288767,-72.28950167659706,American Restaurant
656,Dartmouth College,43.701971925,-72.28965318682856,Hanover Inn Dartmouth,43.70222726,-72.2887549,Hotel
657,Dartmouth College,43.701971925,-72.28965318682856,The Hopkins Center for the Arts,43.70165612489578,-72.28807501774942,Performing Arts Venue
658,Dartmouth College,43.701971925,-72.28965318682856,Candela Tapas Lounge,43.700799109183244,-72.28752599423765,Tapas Restaurant
659,Dartmouth College,43.701971925,-72.28965318682856,PINE,43.70224247768615,-72.28930354704285,American Restaurant
660,Dartmouth College,43.701971925,-72.28965318682856,Tuk Tuk Thai Cuisine,43.702148262138245,-72.28980709735147,Thai Restaurant
661,Dartmouth College,43.701971925,-72.28965318682856,Molly's Bar And Grill,43.70097743266481,-72.28958299927594,American Restaurant
662,Dartmouth College,43.701971925,-72.28965318682856,The Skinny Pancake,43.70071728327691,-72.28888578210409,Creperie
663,Dartmouth College,43.701971925,-72.28965318682856,Barnes & Noble,43.701845,-72.289553,Bookstore
664,Dartmouth College,43.701971925,-72.28965318682856,Spaulding Auditorium at Dartmouth,43.70128280075267,-72.28799541212115,Performing Arts Venue
665,Dartmouth College,43.701971925,-72.28965318682856,Boloco,43.701307839285356,-72.28964424796307,Burrito Place
666,Dartmouth College,43.701971925,-72.28965318682856,Ramuntos's Brick & Brew,43.69994232204326,-72.2877209249802,Pizza Place
667,Dartmouth College,43.701971925,-72.28965318682856,Base Camp Café,43.700738261451384,-72.2887788161111,Tibetan Restaurant
668,Dartmouth College,43.701971925,-72.28965318682856,Market Table,43.700997065481474,-72.2887071717607,Café
669,Dartmouth College,43.701971925,-72.28965318682856,Class of 1953 Commons,43.703107894232566,-72.29085660456249,College Cafeteria
670,Dartmouth College,43.701971925,-72.28965318682856,King Arthur Flour Cafe at Baker-Berry Library,43.705096144469245,-72.28866577148438,Coffee Shop
671,Dartmouth College,43.701971925,-72.28965318682856,Starbucks,43.70098512,-72.28926511,Coffee Shop
672,Dartmouth College,43.701971925,-72.28965318682856,J.Crew,43.70193519378015,-72.2891304641962,Clothing Store
673,Dartmouth College,43.701971925,-72.28965318682856,Nugget Theaters,43.70057924595301,-72.28965128982877,Movie Theater
674,Dartmouth College,43.701971925,-72.28965318682856,Umpleby's Bakery,43.700015967474584,-72.28890829914968,Bakery
675,Dartmouth College,43.701971925,-72.28965318682856,Hood Museum of Art,43.701586047352315,-72.28748894875213,Art Museum
676,Dartmouth College,43.701971925,-72.28965318682856,Noodle Station,43.700763013061774,-72.28794948710646,Noodle House
677,Dartmouth College,43.701971925,-72.28965318682856,The Dartmouth Co-op,43.701903053255386,-72.28944545186867,Clothing Store
